feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
s__Veillonella_parvula	diagnosis	UC	0.204753412291853	1.379048763104	388	139	0.882260141455828	0.940050107053372
s__Paraprevotella_xylaniphila	diagnosis	UC	-0.1177228671047	1.06308907890177	388	44	0.912048837051135	0.955106936654407
s__Anaerostipes_hadrus	diagnosis	UC	0.114966635920827	1.01342913413098	388	296	0.909913018387333	0.955106936654407
s__Coprococcus_catus	diagnosis	UC	-0.101373187186792	0.894919666760773	388	99	0.910034095303208	0.955106936654407
s__Holdemania_filiformis	diagnosis	CD	0.0905151894809197	0.774045296139908	388	99	0.907155731140419	0.955106936654407
s__Bacteroides_dorei	diagnosis	CD	0.165326403458899	1.58856174295134	388	143	0.917319507778682	0.955557043151449
s__Streptococcus_thermophilus	diagnosis	CD	0.0559612323417013	0.61890069767775	388	47	0.928143521421694	0.955557043151449
s__Clostridium_sp_CAG_58	diagnosis	UC	-0.113158582204143	1.23381274197562	388	168	0.927103472620774	0.955557043151449
s__Coprococcus_catus	diagnosis	CD	-0.0805906659037784	0.80417730391698	388	99	0.920375323157109	0.955557043151449
s__Bacteroides_stercoris	diagnosis	UC	-0.0896140393751765	1.90378515079849	388	206	0.962548325273456	0.982757501456559
s__Bacteroides_vulgatus	diagnosis	CD	0.0645953695876267	1.37485326340706	388	318	0.962619028066056	0.982757501456559
s__Phascolarctobacterium_faecium	diagnosis	UC	0.0518107345632829	1.41571233585234	388	115	0.970878583229022	0.987059892949506
s__Blautia_wexlerae	diagnosis	CD	-0.0250182586806058	0.949418191371692	388	247	0.979032199416069	0.991219322230377
s__Dorea_longicatena	diagnosis	UC	0.0221101483098268	1.2972376632126	388	253	0.986434276737541	0.994522204829814
s__Bilophila_wadsworthia	diagnosis	CD	-0.0116242810081437	0.968337525836384	388	157	0.990446294154282	0.994522204829814
s__Eubacterium_ventriosum	diagnosis	UC	-0.00274119580484625	1.19546997165852	388	123	0.998174956093847	0.998174956093847
